date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
1-Nov-22,West Bengal,4-Wheelers,121,10465
1-Dec-22,Andaman & Nicobar Island,4-Wheelers,3,229
1-Dec-22,Andhra Pradesh,4-Wheelers,120,6769
1-Dec-22,Assam,4-Wheelers,4,8441
1-Dec-22,Bihar,4-Wheelers,5,4752
1-Dec-22,Chandigarh,4-Wheelers,46,2261
1-Dec-22,Chhattisgarh,4-Wheelers,40,3887
1-Dec-22,DNH and DD,4-Wheelers,2,365
1-Dec-22,Delhi,4-Wheelers,791,15492
1-Dec-22,Goa,4-Wheelers,30,1744
1-Dec-22,Gujarat,4-Wheelers,260,27614
1-Dec-22,Haryana,4-Wheelers,177,18223
1-Dec-22,Himachal Pradesh,4-Wheelers,7,4026
1-Dec-22,Jammu and Kashmir,4-Wheelers,4,5304
1-Dec-22,Jharkhand,4-Wheelers,22,3979
1-Dec-22,Karnataka,4-Wheelers,438,22142
1-Dec-22,Kerala,4-Wheelers,298,16601
1-Dec-22,Madhya Pradesh,4-Wheelers,35,11124
1-Dec-22,Maharashtra,4-Wheelers,887,32422
1-Dec-22,Odisha,4-Wheelers,42,6616
1-Dec-22,Puducherry,4-Wheelers,4,690
1-Dec-22,Rajasthan,4-Wheelers,110,12634
1-Dec-22,Tamil Nadu,4-Wheelers,406,20201
1-Dec-22,Uttar Pradesh,4-Wheelers,13,27230
1-Dec-22,Uttarakhand,4-Wheelers,24,3881
1-Dec-22,West Bengal,4-Wheelers,65,8047
1-Jan-23,Andhra Pradesh,4-Wheelers,121,10775
1-Jan-23,Assam,4-Wheelers,5,7240
1-Jan-23,Bihar,4-Wheelers,19,6600
1-Jan-23,Chandigarh,4-Wheelers,50,2500
1-Jan-23,Chhattisgarh,4-Wheelers,56,4880
1-Jan-23,Delhi,4-Wheelers,331,17993
1-Jan-23,Goa,4-Wheelers,44,1888
1-Jan-23,Gujarat,4-Wheelers,212,25859
1-Jan-23,Haryana,4-Wheelers,141,25164
1-Jan-23,Himachal Pradesh,4-Wheelers,5,4192
1-Jan-23,Jammu and Kashmir,4-Wheelers,4,4245
1-Jan-23,Jharkhand,4-Wheelers,41,5016
1-Jan-23,Karnataka,4-Wheelers,587,26011
1-Jan-23,Kerala,4-Wheelers,344,17267
1-Jan-23,Madhya Pradesh,4-Wheelers,69,17945
1-Jan-23,Maharashtra,4-Wheelers,827,44349
1-Jan-23,Manipur,4-Wheelers,3,892
1-Jan-23,Odisha,4-Wheelers,51,6278
1-Jan-23,Puducherry,4-Wheelers,3,1004
1-Jan-23,Rajasthan,4-Wheelers,155,18017
1-Jan-23,Tamil Nadu,4-Wheelers,202,24430
1-Jan-23,Uttar Pradesh,4-Wheelers,26,41439
1-Jan-23,Uttarakhand,4-Wheelers,16,5040
1-Jan-23,West Bengal,4-Wheelers,124,9141
1-Feb-23,Andhra Pradesh,4-Wheelers,116,6628
1-Feb-23,Assam,4-Wheelers,13,7029
1-Feb-23,Bihar,4-Wheelers,46,6117
1-Feb-23,Chandigarh,4-Wheelers,59,2061
1-Feb-23,Chhattisgarh,4-Wheelers,73,4196
1-Feb-23,DNH and DD,4-Wheelers,3,411
1-Feb-23,Delhi,4-Wheelers,510,14823
1-Feb-23,Goa,4-Wheelers,83,1760
1-Feb-23,Gujarat,4-Wheelers,271,28856
1-Feb-23,Haryana,4-Wheelers,175,19656
1-Feb-23,Himachal Pradesh,4-Wheelers,21,3952
1-Feb-23,Jammu and Kashmir,4-Wheelers,8,4449
1-Feb-23,Jharkhand,4-Wheelers,33,4234
1-Feb-23,Karnataka,4-Wheelers,616,21837
1-Feb-23,Kerala,4-Wheelers,662,14603
1-Feb-23,Madhya Pradesh,4-Wheelers,144,17295
1-Feb-23,Maharashtra,4-Wheelers,1012,30727
1-Feb-23,Manipur,4-Wheelers,5,756
1-Feb-23,Odisha,4-Wheelers,60,5397
1-Feb-23,Puducherry,4-Wheelers,3,703
1-Feb-23,Punjab,4-Wheelers,18,11765
1-Feb-23,Rajasthan,4-Wheelers,293,15819
1-Feb-23,Tamil Nadu,4-Wheelers,307,18758
1-Feb-23,Uttar Pradesh,4-Wheelers,60,32464
1-Feb-23,Uttarakhand,4-Wheelers,23,3985
1-Feb-23,West Bengal,4-Wheelers,142,8054
1-Mar-23,Andhra Pradesh,4-Wheelers,173,7764
1-Mar-23,Assam,4-Wheelers,20,8324
1-Mar-23,Bihar,4-Wheelers,47,6322
1-Mar-23,Chandigarh,4-Wheelers,131,2589
1-Mar-23,Chhattisgarh,4-Wheelers,95,5119
1-Mar-23,DNH and DD,4-Wheelers,2,485
1-Mar-23,Delhi,4-Wheelers,1544,18638
1-Mar-23,Goa,4-Wheelers,112,2439
1-Mar-23,Gujarat,4-Wheelers,498,26082
1-Mar-23,Haryana,4-Wheelers,477,21547
1-Mar-23,Himachal Pradesh,4-Wheelers,7,3574
1-Mar-23,Jammu and Kashmir,4-Wheelers,17,5388
1-Mar-23,Jharkhand,4-Wheelers,52,4670
1-Mar-23,Karnataka,4-Wheelers,1062,28169
1-Mar-23,Kerala,4-Wheelers,1107,24727
1-Mar-23,Madhya Pradesh,4-Wheelers,159,14745
1-Mar-23,Maharashtra,4-Wheelers,1389,42854
1-Mar-23,Odisha,4-Wheelers,74,6358
1-Mar-23,Puducherry,4-Wheelers,4,999
1-Mar-23,Punjab,4-Wheelers,13,12430
1-Mar-23,Rajasthan,4-Wheelers,425,18370
1-Mar-23,Tamil Nadu,4-Wheelers,571,22131
1-Mar-23,Tripura,4-Wheelers,9,329
1-Mar-23,Uttar Pradesh,4-Wheelers,431,34186
1-Mar-23,Uttarakhand,4-Wheelers,48,4596
1-Mar-23,West Bengal,4-Wheelers,352,8955
1-Apr-23,Andhra Pradesh,4-Wheelers,225,7229
1-Apr-23,Assam,4-Wheelers,20,7022
1-Apr-23,Bihar,4-Wheelers,40,5840
1-Apr-23,Chandigarh,4-Wheelers,62,2482
1-Apr-23,Chhattisgarh,4-Wheelers,93,5558
1-Apr-23,Delhi,4-Wheelers,551,14861
1-Apr-23,Goa,4-Wheelers,57,1633
1-Apr-23,Gujarat,4-Wheelers,537,28451
1-Apr-23,Haryana,4-Wheelers,363,21914
1-Apr-23,Himachal Pradesh,4-Wheelers,9,3880
1-Apr-23,Jammu and Kashmir,4-Wheelers,4,3728
1-Apr-23,Jharkhand,4-Wheelers,39,4281
1-Apr-23,Karnataka,4-Wheelers,762,22368
1-Apr-23,Kerala,4-Wheelers,637,9171
1-Apr-23,Madhya Pradesh,4-Wheelers,95,10894
1-Apr-23,Maharashtra,4-Wheelers,1139,35336
1-Apr-23,Meghalaya,4-Wheelers,2,1094
1-Apr-23,Odisha,4-Wheelers,84,5315
1-Apr-23,Puducherry,4-Wheelers,5,735
1-Apr-23,Punjab,4-Wheelers,22,9734
1-Apr-23,Rajasthan,4-Wheelers,291,14377
1-Apr-23,Tamil Nadu,4-Wheelers,399,18659
1-Apr-23,Uttar Pradesh,4-Wheelers,364,32143
1-Apr-23,Uttarakhand,4-Wheelers,47,4887
1-Apr-23,West Bengal,4-Wheelers,152,7999
1-May-23,Andhra Pradesh,4-Wheelers,216,8095
1-May-23,Assam,4-Wheelers,30,6994
1-May-23,Bihar,4-Wheelers,46,6865
1-May-23,Chandigarh,4-Wheelers,83,2556
1-May-23,Chhattisgarh,4-Wheelers,185,3785
1-May-23,DNH and DD,4-Wheelers,4,416
1-May-23,Delhi,4-Wheelers,787,16609
1-May-23,Goa,4-Wheelers,85,1878
1-May-23,Gujarat,4-Wheelers,710,25770
1-May-23,Haryana,4-Wheelers,211,21218
1-May-23,Himachal Pradesh,4-Wheelers,21,3565
1-May-23,Jammu and Kashmir,4-Wheelers,14,5095
1-May-23,Jharkhand,4-Wheelers,37,4755
1-May-23,Karnataka,4-Wheelers,999,22601
1-May-23,Kerala,4-Wheelers,954,14819
1-May-23,Madhya Pradesh,4-Wheelers,136,12488
1-May-23,Maharashtra,4-Wheelers,1137,35179
1-May-23,Manipur,4-Wheelers,4,119
1-May-23,Meghalaya,4-Wheelers,2,1027
1-May-23,Odisha,4-Wheelers,105,5951
1-May-23,Puducherry,4-Wheelers,6,943
1-May-23,Punjab,4-Wheelers,63,11047
1-May-23,Rajasthan,4-Wheelers,419,16157
1-May-23,Tamil Nadu,4-Wheelers,529,20789
1-May-23,Tripura,4-Wheelers,2,436
1-May-23,Uttar Pradesh,4-Wheelers,472,34515
1-May-23,Uttarakhand,4-Wheelers,61,4675
1-May-23,West Bengal,4-Wheelers,322,8672
1-Jun-23,Andhra Pradesh,4-Wheelers,156,6611
1-Jun-23,Assam,4-Wheelers,28,6751
1-Jun-23,Bihar,4-Wheelers,52,6134
1-Jun-23,Chandigarh,4-Wheelers,77,2597
1-Jun-23,Chhattisgarh,4-Wheelers,114,3650
1-Jun-23,Delhi,4-Wheelers,935,15723
1-Jun-23,Goa,4-Wheelers,75,1699
1-Jun-23,Gujarat,4-Wheelers,698,24829
1-Jun-23,Haryana,4-Wheelers,263,21135
1-Jun-23,Himachal Pradesh,4-Wheelers,19,3448
1-Jun-23,Jammu and Kashmir,4-Wheelers,18,4437
1-Jun-23,Jharkhand,4-Wheelers,48,4320
1-Jun-23,Karnataka,4-Wheelers,1142,24603
1-Jun-23,Kerala,4-Wheelers,885,14389
1-Jun-23,Madhya Pradesh,4-Wheelers,107,10927
1-Jun-23,Maharashtra,4-Wheelers,1360,36069
1-Jun-23,Meghalaya,4-Wheelers,2,950
1-Jun-23,Odisha,4-Wheelers,89,5873
1-Jun-23,Puducherry,4-Wheelers,8,910
1-Jun-23,Punjab,4-Wheelers,76,10547
1-Jun-23,Rajasthan,4-Wheelers,380,15534
1-Jun-23,Tamil Nadu,4-Wheelers,572,22976
1-Jun-23,Tripura,4-Wheelers,2,375
1-Jun-23,Uttar Pradesh,4-Wheelers,393,30578
1-Jun-23,Uttarakhand,4-Wheelers,42,4393
1-Jun-23,West Bengal,4-Wheelers,247,8471
1-Jul-23,Andaman & Nicobar Island,4-Wheelers,3,163
1-Jul-23,Andhra Pradesh,4-Wheelers,157,6820
1-Jul-23,Arunachal Pradesh,4-Wheelers,2,1069
1-Jul-23,Assam,4-Wheelers,23,7381
1-Jul-23,Bihar,4-Wheelers,58,5189
1-Jul-23,Chandigarh,4-Wheelers,71,2326
1-Jul-23,Chhattisgarh,4-Wheelers,94,3346
1-Jul-23,DNH and DD,4-Wheelers,4,391
1-Jul-23,Delhi,4-Wheelers,831,15285
1-Jul-23,Goa,4-Wheelers,84,1739
1-Jul-23,Gujarat,4-Wheelers,692,27755
1-Jul-23,Haryana,4-Wheelers,92,11915
1-Jul-23,Himachal Pradesh,4-Wheelers,12,3956
1-Jul-23,Jammu and Kashmir,4-Wheelers,11,4435
1-Jul-23,Jharkhand,4-Wheelers,31,4010
1-Jul-23,Karnataka,4-Wheelers,1221,23154
1-Jul-23,Kerala,4-Wheelers,871,14002
1-Jul-23,Madhya Pradesh,4-Wheelers,138,10811
1-Jul-23,Maharashtra,4-Wheelers,1103,36082
1-Jul-23,Manipur,4-Wheelers,6,427
1-Jul-23,Meghalaya,4-Wheelers,3,1030
1-Jul-23,Odisha,4-Wheelers,134,5745
1-Jul-23,Puducherry,4-Wheelers,7,809
1-Jul-23,Punjab,4-Wheelers,92,10766
1-Jul-23,Rajasthan,4-Wheelers,405,14064
1-Jul-23,Tamil Nadu,4-Wheelers,630,20553
1-Jul-23,Tripura,4-Wheelers,2,578
1-Jul-23,Uttar Pradesh,4-Wheelers,420,29214
1-Jul-23,Uttarakhand,4-Wheelers,53,4216
1-Jul-23,West Bengal,4-Wheelers,179,8111
1-Aug-23,Andaman & Nicobar Island,4-Wheelers,3,183
1-Aug-23,Andhra Pradesh,4-Wheelers,104,7397
1-Aug-23,Arunachal Pradesh,4-Wheelers,4,1121
1-Aug-23,Assam,4-Wheelers,27,7557
1-Aug-23,Bihar,4-Wheelers,53,5334
1-Aug-23,Chandigarh,4-Wheelers,80,1937
1-Aug-23,Chhattisgarh,4-Wheelers,107,3859
1-Aug-23,Delhi,4-Wheelers,440,15852
1-Aug-23,Goa,4-Wheelers,98,2177
1-Aug-23,Gujarat,4-Wheelers,512,25572
1-Aug-23,Haryana,4-Wheelers,189,24414
1-Aug-23,Himachal Pradesh,4-Wheelers,11,3975
1-Aug-23,Jammu and Kashmir,4-Wheelers,15,4843
1-Aug-23,Jharkhand,4-Wheelers,52,4040
1-Aug-23,Karnataka,4-Wheelers,1196,28235
1-Aug-23,Kerala,4-Wheelers,736,18189
1-Aug-23,Madhya Pradesh,4-Wheelers,112,11479
1-Aug-23,Maharashtra,4-Wheelers,1070,40169
1-Aug-23,Manipur,4-Wheelers,6,458
1-Aug-23,Meghalaya,4-Wheelers,3,1215
1-Aug-23,Odisha,4-Wheelers,146,6282
1-Aug-23,Puducherry,4-Wheelers,14,955
1-Aug-23,Punjab,4-Wheelers,75,11493
1-Aug-23,Rajasthan,4-Wheelers,396,14786
1-Aug-23,Tamil Nadu,4-Wheelers,591,23537
1-Aug-23,Tripura,4-Wheelers,2,466
1-Aug-23,Uttar Pradesh,4-Wheelers,482,29829
1-Aug-23,Uttarakhand,4-Wheelers,50,4283
1-Aug-23,West Bengal,4-Wheelers,178,9101
1-Sep-23,Andhra Pradesh,4-Wheelers,59,7044
1-Sep-23,Arunachal Pradesh,4-Wheelers,4,1003
1-Sep-23,Assam,4-Wheelers,23,8078
1-Sep-23,Bihar,4-Wheelers,60,5210
1-Sep-23,Chandigarh,4-Wheelers,54,1491
1-Sep-23,Chhattisgarh,4-Wheelers,83,3993
1-Sep-23,DNH and DD,4-Wheelers,6,468
1-Sep-23,Delhi,4-Wheelers,380,15776
1-Sep-23,Goa,4-Wheelers,69,2801
1-Sep-23,Gujarat,4-Wheelers,633,36818
1-Sep-23,Haryana,4-Wheelers,92,24045
1-Sep-23,Himachal Pradesh,4-Wheelers,9,3683
1-Sep-23,Jammu and Kashmir,4-Wheelers,9,4430
1-Sep-23,Jharkhand,4-Wheelers,22,4600
1-Sep-23,Karnataka,4-Wheelers,942,24184
1-Sep-23,Kerala,4-Wheelers,773,21467
1-Sep-23,Madhya Pradesh,4-Wheelers,117,11748
1-Sep-23,Maharashtra,4-Wheelers,869,43063
1-Sep-23,Meghalaya,4-Wheelers,3,1139
1-Sep-23,Odisha,4-Wheelers,101,6354
1-Sep-23,Puducherry,4-Wheelers,10,912
1-Sep-23,Punjab,4-Wheelers,83,12368
1-Sep-23,Rajasthan,4-Wheelers,375,16356
1-Sep-23,Tamil Nadu,4-Wheelers,543,22461
1-Sep-23,Tripura,4-Wheelers,3,470
1-Sep-23,Uttar Pradesh,4-Wheelers,476,29087
1-Sep-23,Uttarakhand,4-Wheelers,30,4234
1-Sep-23,West Bengal,4-Wheelers,218,9011
1-Oct-23,Andhra Pradesh,4-Wheelers,68,7743
1-Oct-23,Arunachal Pradesh,4-Wheelers,2,1111
1-Oct-23,Assam,4-Wheelers,24,9481
1-Oct-23,Bihar,4-Wheelers,57,6068
1-Oct-23,Chandigarh,4-Wheelers,71,1722
1-Oct-23,Chhattisgarh,4-Wheelers,79,4920
1-Oct-23,DNH and DD,4-Wheelers,12,620
1-Oct-23,Delhi,4-Wheelers,519,16459
1-Oct-23,Goa,4-Wheelers,87,2094
1-Oct-23,Gujarat,4-Wheelers,670,42365
1-Oct-23,Haryana,4-Wheelers,220,20543
1-Oct-23,Himachal Pradesh,4-Wheelers,7,3066
1-Oct-23,Jammu and Kashmir,4-Wheelers,10,4603
1-Oct-23,Jharkhand,4-Wheelers,30,4837
1-Oct-23,Karnataka,4-Wheelers,1154,25652
1-Oct-23,Kerala,4-Wheelers,642,14522
1-Oct-23,Madhya Pradesh,4-Wheelers,112,13646
1-Oct-23,Maharashtra,4-Wheelers,1404,47126
1-Oct-23,Manipur,4-Wheelers,2,272
1-Oct-23,Odisha,4-Wheelers,130,8500
1-Oct-23,Puducherry,4-Wheelers,7,990
1-Oct-23,Punjab,4-Wheelers,94,11396
1-Oct-23,Rajasthan,4-Wheelers,464,18951
1-Oct-23,Tamil Nadu,4-Wheelers,556,28342
1-Oct-23,Tripura,4-Wheelers,3,497
1-Oct-23,Uttar Pradesh,4-Wheelers,512,33774
1-Oct-23,Uttarakhand,4-Wheelers,34,4562
1-Oct-23,West Bengal,4-Wheelers,238,9972
1-Nov-23,Andhra Pradesh,4-Wheelers,98,8220
1-Nov-23,Arunachal Pradesh,4-Wheelers,3,1226
1-Nov-23,Assam,4-Wheelers,26,7960
1-Nov-23,Bihar,4-Wheelers,50,9075
1-Nov-23,Chandigarh,4-Wheelers,88,1805
1-Nov-23,Chhattisgarh,4-Wheelers,99,5877
1-Nov-23,DNH and DD,4-Wheelers,3,590
1-Nov-23,Delhi,4-Wheelers,538,18675
1-Nov-23,Goa,4-Wheelers,97,2521
1-Nov-23,Gujarat,4-Wheelers,592,32601
1-Nov-23,Haryana,4-Wheelers,215,22002
1-Nov-23,Himachal Pradesh,4-Wheelers,15,4242
1-Nov-23,Jammu and Kashmir,4-Wheelers,18,4981
1-Nov-23,Jharkhand,4-Wheelers,40,6684
1-Nov-23,Karnataka,4-Wheelers,822,26232
1-Nov-23,Kerala,4-Wheelers,641,12551
1-Nov-23,Madhya Pradesh,4-Wheelers,137,17166
1-Nov-23,Maharashtra,4-Wheelers,1315,48131
1-Nov-23,Manipur,4-Wheelers,2,246
1-Nov-23,Meghalaya,4-Wheelers,2,1387
1-Nov-23,Odisha,4-Wheelers,177,7105
1-Nov-23,Puducherry,4-Wheelers,11,990
1-Nov-23,Punjab,4-Wheelers,128,12992
1-Nov-23,Rajasthan,4-Wheelers,539,24386
1-Nov-23,Tamil Nadu,4-Wheelers,599,19015
1-Nov-23,Tripura,4-Wheelers,2,657
1-Nov-23,Uttar Pradesh,4-Wheelers,446,42692
1-Nov-23,Uttarakhand,4-Wheelers,47,5398
1-Nov-23,West Bengal,4-Wheelers,290,9743
1-Dec-23,Andaman & Nicobar Island,4-Wheelers,2,175
1-Dec-23,Andhra Pradesh,4-Wheelers,130,7155
1-Dec-23,Arunachal Pradesh,4-Wheelers,2,1137
1-Dec-23,Assam,4-Wheelers,30,8111
1-Dec-23,Bihar,4-Wheelers,59,4788
1-Dec-23,Chandigarh,4-Wheelers,130,1496
1-Dec-23,Chhattisgarh,4-Wheelers,93,3575
1-Dec-23,DNH and DD,4-Wheelers,5,488
1-Dec-23,Delhi,4-Wheelers,811,16567
1-Dec-23,Goa,4-Wheelers,71,1859
1-Dec-23,Gujarat,4-Wheelers,548,26023
1-Dec-23,Haryana,4-Wheelers,218,23698
1-Dec-23,Himachal Pradesh,4-Wheelers,16,5710
1-Dec-23,Jammu and Kashmir,4-Wheelers,15,4531
1-Dec-23,Jharkhand,4-Wheelers,27,4375
1-Dec-23,Karnataka,4-Wheelers,1155,22859
1-Dec-23,Kerala,4-Wheelers,736,13811
1-Dec-23,Madhya Pradesh,4-Wheelers,134,9736
1-Dec-23,Maharashtra,4-Wheelers,1125,32212
1-Dec-23,Manipur,4-Wheelers,2,206
1-Dec-23,Odisha,4-Wheelers,186,7280
1-Dec-23,Puducherry,4-Wheelers,12,860
1-Dec-23,Punjab,4-Wheelers,116,13632
1-Dec-23,Rajasthan,4-Wheelers,348,13082
1-Dec-23,Tamil Nadu,4-Wheelers,520,19246
1-Dec-23,Tripura,4-Wheelers,4,489
1-Dec-23,Uttar Pradesh,4-Wheelers,498,29434
1-Dec-23,Uttarakhand,4-Wheelers,37,5430
1-Dec-23,West Bengal,4-Wheelers,160,8435
1-Jan-24,Uttar Pradesh,4-Wheelers,399,44334
1-Jan-24,Maharashtra,4-Wheelers,1289,50156
1-Jan-24,Karnataka,4-Wheelers,1080,30770
1-Jan-24,Tamil Nadu,4-Wheelers,626,28455
1-Jan-24,Bihar,4-Wheelers,58,6824
1-Jan-24,Kerala,4-Wheelers,734,164
1-Jan-24,Rajasthan,4-Wheelers,498,21747
1-Jan-24,Delhi,4-Wheelers,1345,21520
1-Jan-24,Madhya Pradesh,4-Wheelers,172,19326
1-Jan-24,Gujarat,4-Wheelers,494,33379
1-Jan-24,Odisha,4-Wheelers,150,7500
1-Jan-24,Assam,4-Wheelers,21,7242
1-Jan-24,Haryana,4-Wheelers,282,28776
1-Jan-24,Chhattisgarh,4-Wheelers,91,4946
1-Jan-24,West Bengal,4-Wheelers,184,10223
1-Jan-24,Punjab,4-Wheelers,105,15000
1-Jan-24,Andhra Pradesh,4-Wheelers,123,8483
1-Jan-24,Jharkhand,4-Wheelers,29,4678
1-Jan-24,Uttarakhand,4-Wheelers,49,5385
1-Jan-24,Jammu and Kashmir,4-Wheelers,10,5264
1-Jan-24,Goa,4-Wheelers,86,2331
1-Jan-24,Chandigarh,4-Wheelers,101,1624
1-Jan-24,Tripura,4-Wheelers,2,466
1-Jan-24,Puducherry,4-Wheelers,10,1250
1-Jan-24,Himachal Pradesh,4-Wheelers,13,4815
1-Jan-24,DNH and DD,4-Wheelers,3,527
1-Jan-24,Manipur,4-Wheelers,7,433
1-Jan-24,Arunachal Pradesh,4-Wheelers,5,1174
1-Feb-24,Uttar Pradesh,4-Wheelers,394,37170
1-Feb-24,Maharashtra,4-Wheelers,1227,36302
1-Feb-24,Karnataka,4-Wheelers,923,24812
1-Feb-24,Tamil Nadu,4-Wheelers,595,23063
1-Feb-24,Rajasthan,4-Wheelers,517,19149
1-Feb-24,Bihar,4-Wheelers,71,6762
1-Feb-24,Madhya Pradesh,4-Wheelers,146,18025
1-Feb-24,Kerala,4-Wheelers,684,12281
1-Feb-24,Gujarat,4-Wheelers,510,25758
1-Feb-24,Delhi,4-Wheelers,596,17898
1-Feb-24,Assam,4-Wheelers,24,6858
1-Feb-24,Odisha,4-Wheelers,203,6305
1-Feb-24,Chhattisgarh,4-Wheelers,99,4125
1-Feb-24,Punjab,4-Wheelers,111,14051
1-Feb-24,Andhra Pradesh,4-Wheelers,128,6125
1-Feb-24,Haryana,4-Wheelers,312,26000
1-Feb-24,West Bengal,4-Wheelers,185,8487
1-Feb-24,Jharkhand,4-Wheelers,42,4667
1-Feb-24,Uttarakhand,4-Wheelers,60,5826
1-Feb-24,Jammu and Kashmir,4-Wheelers,24,4211
1-Feb-24,Goa,4-Wheelers,99,1772
1-Feb-24,Tripura,4-Wheelers,5,538
1-Feb-24,Chandigarh,4-Wheelers,84,1321
1-Feb-24,Puducherry,4-Wheelers,16,1177
1-Feb-24,Himachal Pradesh,4-Wheelers,11,4584
1-Feb-24,Manipur,4-Wheelers,7,310
1-Feb-24,DNH and DD,4-Wheelers,5,444
1-Feb-24,Meghalaya,4-Wheelers,4,1261
1-Feb-24,Arunachal Pradesh,4-Wheelers,4,1184
1-Mar-24,Maharashtra,4-Wheelers,1079,36826
1-Mar-24,Uttar Pradesh,4-Wheelers,389,34425
1-Mar-24,Karnataka,4-Wheelers,1482,26751
1-Mar-24,Tamil Nadu,4-Wheelers,749,22095
1-Mar-24,Rajasthan,4-Wheelers,493,16942
1-Mar-24,Delhi,4-Wheelers,897,15905
1-Mar-24,Kerala,4-Wheelers,876,13861
1-Mar-24,Gujarat,4-Wheelers,661,25424
1-Mar-24,Bihar,4-Wheelers,99,6972
1-Mar-24,Madhya Pradesh,4-Wheelers,143,14743
1-Mar-24,Andhra Pradesh,4-Wheelers,366,7838
1-Mar-24,Assam,4-Wheelers,53,7465
1-Mar-24,Chhattisgarh,4-Wheelers,120,4348
1-Mar-24,Punjab,4-Wheelers,132,14348
1-Mar-24,West Bengal,4-Wheelers,495,8089
1-Mar-24,Haryana,4-Wheelers,305,23644
1-Mar-24,Jharkhand,4-Wheelers,52,4483
1-Mar-24,Goa,4-Wheelers,123,1730
1-Mar-24,Uttarakhand,4-Wheelers,51,4812
1-Mar-24,Jammu and Kashmir,4-Wheelers,18,4500
1-Mar-24,Tripura,4-Wheelers,3,556
1-Mar-24,Chandigarh,4-Wheelers,119,1294
1-Mar-24,Puducherry,4-Wheelers,5,1042
1-Mar-24,Meghalaya,4-Wheelers,3,1200
1-Mar-24,Himachal Pradesh,4-Wheelers,17,4147
1-Mar-24,DNH and DD,4-Wheelers,4,429
1-Mar-24,Manipur,4-Wheelers,2,370
1-Apr-21,Andhra Pradesh,2-Wheelers,436,63444
1-Apr-21,Assam,2-Wheelers,7,30344
1-Apr-21,Bihar,2-Wheelers,47,81056
1-Apr-21,Chandigarh,2-Wheelers,6,1200
1-Apr-21,Chhattisgarh,2-Wheelers,36,10274
1-Apr-21,Delhi,2-Wheelers,272,14233
1-Apr-21,Goa,2-Wheelers,36,3374
1-Apr-21,Gujarat,2-Wheelers,98,49005
1-Apr-21,Haryana,2-Wheelers,101,31078
1-Apr-21,Himachal Pradesh,2-Wheelers,9,4360
1-Apr-21,Jammu and Kashmir,2-Wheelers,22,6874
1-Apr-21,Jharkhand,2-Wheelers,80,26969
1-Apr-21,Karnataka,2-Wheelers,1549,59979
1-Apr-21,Kerala,2-Wheelers,379,57624
1-Apr-21,Madhya Pradesh,2-Wheelers,126,29491
1-Apr-21,Maharashtra,2-Wheelers,428,45515
1-Apr-21,Manipur,2-Wheelers,2,3048
1-Apr-21,Odisha,2-Wheelers,191,36953
1-Apr-21,Puducherry,2-Wheelers,18,2581
1-Apr-21,Punjab,2-Wheelers,9,24348
1-Apr-21,Rajasthan,2-Wheelers,325,48828
1-Apr-21,Tamil Nadu,2-Wheelers,1297,107658
1-Apr-21,Uttar Pradesh,2-Wheelers,171,137840
1-Apr-21,Uttarakhand,2-Wheelers,34,7607
1-Apr-21,West Bengal,2-Wheelers,9,65885
1-May-21,Andhra Pradesh,2-Wheelers,201,41370
1-May-21,Bihar,2-Wheelers,8,55276
1-May-21,Chhattisgarh,2-Wheelers,6,5280
1-May-21,Goa,2-Wheelers,27,379
1-May-21,Gujarat,2-Wheelers,106,33419
1-May-21,Haryana,2-Wheelers,17,7315
1-May-21,Himachal Pradesh,2-Wheelers,4,1721
1-May-21,Jammu and Kashmir,2-Wheelers,50,1916
1-May-21,Jharkhand,2-Wheelers,39,21680
1-May-21,Karnataka,2-Wheelers,140,4942
1-May-21,Kerala,2-Wheelers,95,6675
1-May-21,Maharashtra,2-Wheelers,189,16627
1-May-21,Odisha,2-Wheelers,28,5900
1-May-21,Puducherry,2-Wheelers,3,314
1-May-21,Punjab,2-Wheelers,21,14366
1-May-21,Rajasthan,2-Wheelers,33,18802
1-May-21,Tamil Nadu,2-Wheelers,237,17837
1-May-21,Uttar Pradesh,2-Wheelers,25,147458
1-May-21,Uttarakhand,2-Wheelers,6,2957
1-May-21,West Bengal,2-Wheelers,6,28906
1-Jun-21,Andhra Pradesh,2-Wheelers,369,53867
1-Jun-21,Assam,2-Wheelers,6,22586
1-Jun-21,Bihar,2-Wheelers,67,100771
1-Jun-21,Chandigarh,2-Wheelers,2,1314
1-Jun-21,Chhattisgarh,2-Wheelers,138,31808
1-Jun-21,DNH and DD,2-Wheelers,2,627
1-Jun-21,Delhi,2-Wheelers,205,22186
1-Jun-21,Goa,2-Wheelers,17,1533
1-Jun-21,Gujarat,2-Wheelers,207,59121
1-Jun-21,Haryana,2-Wheelers,74,31957
1-Jun-21,Himachal Pradesh,2-Wheelers,25,5098
1-Jun-21,Jammu and Kashmir,2-Wheelers,87,8677
1-Jun-21,Jharkhand,2-Wheelers,42,33533
1-Jun-21,Karnataka,2-Wheelers,560,19402
1-Jun-21,Kerala,2-Wheelers,184,17828
1-Jun-21,Madhya Pradesh,2-Wheelers,227,90928
1-Jun-21,Maharashtra,2-Wheelers,891,75098
1-Jun-21,Odisha,2-Wheelers,147,23193
1-Jun-21,Puducherry,2-Wheelers,31,2559
1-Jun-21,Punjab,2-Wheelers,71,23393
