date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
1-Mar-22,DNH and DD,4-Wheelers,1,355
1-Apr-22,Andaman & Nicobar Island,4-Wheelers,1,147
1-Apr-22,DNH and DD,4-Wheelers,1,431
1-Apr-22,Manipur,2-Wheelers,1,1246
1-Apr-22,Manipur,4-Wheelers,1,813
1-Apr-22,Meghalaya,4-Wheelers,1,860
1-May-22,DNH and DD,4-Wheelers,1,374
1-May-22,Mizoram,2-Wheelers,1,1638
1-May-22,Nagaland,2-Wheelers,1,514
1-Jun-22,DNH and DD,2-Wheelers,1,767
1-Jun-22,Meghalaya,4-Wheelers,1,1087
1-Jul-22,Arunachal Pradesh,4-Wheelers,1,947
1-Jul-22,Ladakh,4-Wheelers,1,285
1-Jul-22,Mizoram,2-Wheelers,1,1427
1-Aug-22,DNH and DD,4-Wheelers,1,303
1-Sep-22,DNH and DD,4-Wheelers,1,390
1-Sep-22,Manipur,2-Wheelers,1,2473
1-Sep-22,Meghalaya,2-Wheelers,1,1719
1-Oct-22,Meghalaya,4-Wheelers,1,1188
1-Nov-22,Andaman & Nicobar Island,4-Wheelers,1,159
1-Dec-22,Arunachal Pradesh,2-Wheelers,1,925
1-Dec-22,Meghalaya,2-Wheelers,1,1180
1-Dec-22,Punjab,4-Wheelers,1,13085
1-Jan-23,DNH and DD,4-Wheelers,1,360
1-Jan-23,Ladakh,2-Wheelers,1,20
1-Jan-23,Meghalaya,4-Wheelers,1,1271
1-Mar-23,Andaman & Nicobar Island,2-Wheelers,1,373
1-Mar-23,Andaman & Nicobar Island,4-Wheelers,1,162
1-Mar-23,Meghalaya,2-Wheelers,1,1907
1-Apr-23,Andaman & Nicobar Island,4-Wheelers,1,122
1-Apr-23,Arunachal Pradesh,4-Wheelers,1,892
1-Apr-23,DNH and DD,4-Wheelers,1,407
1-Apr-23,Nagaland,4-Wheelers,1,687
1-Apr-23,Tripura,4-Wheelers,1,299
1-May-23,Arunachal Pradesh,2-Wheelers,1,1193
1-Jun-23,Andaman & Nicobar Island,4-Wheelers,1,136
1-Jun-23,DNH and DD,4-Wheelers,1,370
1-Jun-23,Meghalaya,2-Wheelers,1,1969
1-Jul-23,Ladakh,2-Wheelers,1,117
1-Jul-23,Nagaland,2-Wheelers,1,599
1-Jul-23,Nagaland,4-Wheelers,1,739
1-Aug-23,DNH and DD,4-Wheelers,1,357
1-Sep-23,Andaman & Nicobar Island,4-Wheelers,1,148
1-Sep-23,Nagaland,2-Wheelers,1,531
1-Oct-23,Andaman & Nicobar Island,2-Wheelers,1,404
1-Oct-23,Andaman & Nicobar Island,4-Wheelers,1,191
1-Oct-23,Meghalaya,2-Wheelers,1,1776
1-Oct-23,Meghalaya,4-Wheelers,1,1354
1-Nov-23,Andaman & Nicobar Island,4-Wheelers,1,170
1-Nov-23,Nagaland,2-Wheelers,1,634
1-Nov-23,Nagaland,4-Wheelers,1,860
1-Dec-23,Meghalaya,2-Wheelers,1,1518
1-Dec-23,Meghalaya,4-Wheelers,1,1060
1-Jan-24,Mizoram,4-Wheelers,1,513
1-Jan-24,Meghalaya,4-Wheelers,1,1429
1-Feb-24,Andaman & Nicobar Island,4-Wheelers,1,181
1-Feb-24,Nagaland,4-Wheelers,1,822
1-Mar-24,Andaman & Nicobar Island,4-Wheelers,1,158
1-Mar-24,Arunachal Pradesh,4-Wheelers,1,1081
1-Apr-21,Andaman & Nicobar Island,4-Wheelers,9,168
1-Apr-21,Andhra Pradesh,4-Wheelers,26,7837
1-Apr-21,Bihar,4-Wheelers,4,5731
1-Apr-21,Chandigarh,4-Wheelers,2,1426
1-Apr-21,Delhi,4-Wheelers,61,8076
1-Apr-21,Goa,4-Wheelers,8,1442
1-Apr-21,Gujarat,4-Wheelers,44,17386
1-Apr-21,Haryana,4-Wheelers,3,15476
1-Apr-21,Jharkhand,4-Wheelers,3,3425
1-Apr-21,Karnataka,4-Wheelers,90,16864
1-Apr-21,Kerala,4-Wheelers,132,23660
1-Apr-21,Madhya Pradesh,4-Wheelers,2,5356
1-Apr-21,Maharashtra,4-Wheelers,96,16829
1-Apr-21,Odisha,4-Wheelers,5,5101
1-Apr-21,Punjab,4-Wheelers,4,8955
1-Apr-21,Rajasthan,4-Wheelers,22,10647
1-Apr-21,Tamil Nadu,4-Wheelers,75,18826
1-Apr-21,Uttar Pradesh,4-Wheelers,4,23056
1-Apr-21,Uttarakhand,4-Wheelers,10,2728
1-Apr-21,West Bengal,4-Wheelers,24,7640
1-May-21,Andhra Pradesh,4-Wheelers,16,5831
1-May-21,Goa,4-Wheelers,4,393
1-May-21,Gujarat,4-Wheelers,29,15959
1-May-21,Karnataka,4-Wheelers,2,646
1-May-21,Kerala,4-Wheelers,48,5164
1-May-21,Maharashtra,4-Wheelers,121,13528
1-May-21,Puducherry,4-Wheelers,2,119
1-May-21,Rajasthan,4-Wheelers,7,2756
1-May-21,Tamil Nadu,4-Wheelers,14,3413
1-May-21,Uttar Pradesh,4-Wheelers,3,14016
1-May-21,West Bengal,4-Wheelers,6,3962
1-Jun-21,Andhra Pradesh,4-Wheelers,39,6098
1-Jun-21,Bihar,4-Wheelers,4,5692
1-Jun-21,Chandigarh,4-Wheelers,12,2050
1-Jun-21,Chhattisgarh,4-Wheelers,5,4526
1-Jun-21,Delhi,4-Wheelers,148,12914
1-Jun-21,Goa,4-Wheelers,14,749
1-Jun-21,Gujarat,4-Wheelers,61,19359
1-Jun-21,Haryana,4-Wheelers,4,13420
1-Jun-21,Jharkhand,4-Wheelers,4,4405
1-Jun-21,Karnataka,4-Wheelers,71,8030
1-Jun-21,Kerala,4-Wheelers,140,10018
1-Jun-21,Madhya Pradesh,4-Wheelers,13,12092
1-Jun-21,Maharashtra,4-Wheelers,190,24817
1-Jun-21,Odisha,4-Wheelers,2,3041
1-Jun-21,Punjab,4-Wheelers,3,7126
1-Jun-21,Rajasthan,4-Wheelers,34,12070
1-Jun-21,Tamil Nadu,4-Wheelers,42,7793
1-Jun-21,Uttar Pradesh,4-Wheelers,3,25704
1-Jun-21,Uttarakhand,4-Wheelers,7,2972
1-Jun-21,West Bengal,4-Wheelers,18,6316
1-Jul-21,Andaman & Nicobar Island,4-Wheelers,8,176
1-Jul-21,Andhra Pradesh,4-Wheelers,36,7877
1-Jul-21,Bihar,4-Wheelers,5,5438
1-Jul-21,Chandigarh,4-Wheelers,9,1916
1-Jul-21,Chhattisgarh,4-Wheelers,12,4916
1-Jul-21,Delhi,4-Wheelers,131,15033
1-Jul-21,Goa,4-Wheelers,10,982
1-Jul-21,Gujarat,4-Wheelers,53,23792
1-Jul-21,Haryana,4-Wheelers,6,14524
1-Jul-21,Himachal Pradesh,4-Wheelers,2,3811
1-Jul-21,Jharkhand,4-Wheelers,4,5020
1-Jul-21,Karnataka,4-Wheelers,196,21640
1-Jul-21,Kerala,4-Wheelers,139,18406
1-Jul-21,Madhya Pradesh,4-Wheelers,17,14581
1-Jul-21,Maharashtra,4-Wheelers,286,38063
1-Jul-21,Odisha,4-Wheelers,3,5552
1-Jul-21,Punjab,4-Wheelers,3,9328
1-Jul-21,Rajasthan,4-Wheelers,52,14374
1-Jul-21,Tamil Nadu,4-Wheelers,88,20857
1-Jul-21,Uttar Pradesh,4-Wheelers,8,27999
1-Jul-21,Uttarakhand,4-Wheelers,11,4182
1-Jul-21,West Bengal,4-Wheelers,37,8919
1-Aug-21,Andhra Pradesh,4-Wheelers,78,8245
1-Aug-21,Assam,4-Wheelers,2,6447
1-Aug-21,Bihar,4-Wheelers,7,5724
1-Aug-21,Chandigarh,4-Wheelers,9,1845
1-Aug-21,Chhattisgarh,4-Wheelers,11,4350
1-Aug-21,Delhi,4-Wheelers,157,13177
1-Aug-21,Goa,4-Wheelers,19,1439
1-Aug-21,Gujarat,4-Wheelers,83,20394
1-Aug-21,Haryana,4-Wheelers,3,16027
1-Aug-21,Jharkhand,4-Wheelers,3,5113
1-Aug-21,Karnataka,4-Wheelers,137,21975
1-Aug-21,Kerala,4-Wheelers,183,22813
1-Aug-21,Madhya Pradesh,4-Wheelers,26,12758
1-Aug-21,Maharashtra,4-Wheelers,197,35127
1-Aug-21,Odisha,4-Wheelers,4,5453
1-Aug-21,Punjab,4-Wheelers,4,9209
1-Aug-21,Rajasthan,4-Wheelers,53,11454
1-Aug-21,Tamil Nadu,4-Wheelers,88,20865
1-Aug-21,Uttar Pradesh,4-Wheelers,3,24012
1-Aug-21,Uttarakhand,4-Wheelers,6,3760
1-Aug-21,West Bengal,4-Wheelers,28,9198
1-Sep-21,Andhra Pradesh,4-Wheelers,39,7952
1-Sep-21,Bihar,4-Wheelers,4,4339
1-Sep-21,Chandigarh,4-Wheelers,20,1607
1-Sep-21,Chhattisgarh,4-Wheelers,12,3650
1-Sep-21,Delhi,4-Wheelers,265,9181
1-Sep-21,Goa,4-Wheelers,34,1277
1-Sep-21,Gujarat,4-Wheelers,131,24797
1-Sep-21,Haryana,4-Wheelers,7,14879
1-Sep-21,Jharkhand,4-Wheelers,12,3892
1-Sep-21,Karnataka,4-Wheelers,227,21407
1-Sep-21,Kerala,4-Wheelers,164,22063
1-Sep-21,Madhya Pradesh,4-Wheelers,23,11756
1-Sep-21,Maharashtra,4-Wheelers,148,27900
1-Sep-21,Odisha,4-Wheelers,2,4865
1-Sep-21,Puducherry,4-Wheelers,2,640
1-Sep-21,Punjab,4-Wheelers,3,7521
1-Sep-21,Rajasthan,4-Wheelers,69,11035
1-Sep-21,Tamil Nadu,4-Wheelers,107,18823
1-Sep-21,Uttar Pradesh,4-Wheelers,4,23510
1-Sep-21,Uttarakhand,4-Wheelers,10,3171
1-Sep-21,West Bengal,4-Wheelers,34,9437
1-Oct-21,Andhra Pradesh,4-Wheelers,37,7366
1-Oct-21,Bihar,4-Wheelers,7,5838
1-Oct-21,Chandigarh,4-Wheelers,12,1816
1-Oct-21,Chhattisgarh,4-Wheelers,11,5255
1-Oct-21,Delhi,4-Wheelers,253,12876
1-Oct-21,Goa,4-Wheelers,28,1165
1-Oct-21,Gujarat,4-Wheelers,104,23184
1-Oct-21,Haryana,4-Wheelers,8,11634
1-Oct-21,Jammu and Kashmir,4-Wheelers,2,4205
1-Oct-21,Jharkhand,4-Wheelers,5,4806
1-Oct-21,Karnataka,4-Wheelers,163,18505
1-Oct-21,Kerala,4-Wheelers,158,14562
1-Oct-21,Madhya Pradesh,4-Wheelers,20,9554
1-Oct-21,Maharashtra,4-Wheelers,298,33771
1-Oct-21,Odisha,4-Wheelers,2,5830
1-Oct-21,Punjab,4-Wheelers,5,8523
1-Oct-21,Rajasthan,4-Wheelers,86,12823
1-Oct-21,Tamil Nadu,4-Wheelers,119,14796
1-Oct-21,Uttar Pradesh,4-Wheelers,10,23095
1-Oct-21,Uttarakhand,4-Wheelers,13,3523
1-Oct-21,West Bengal,4-Wheelers,33,7120
1-Nov-21,Andhra Pradesh,4-Wheelers,34,7374
1-Nov-21,Bihar,4-Wheelers,11,6992
1-Nov-21,Chandigarh,4-Wheelers,16,1919
1-Nov-21,Chhattisgarh,4-Wheelers,14,4824
1-Nov-21,Delhi,4-Wheelers,185,11782
1-Nov-21,Goa,4-Wheelers,20,1293
1-Nov-21,Gujarat,4-Wheelers,121,22396
1-Nov-21,Haryana,4-Wheelers,13,16035
1-Nov-21,Jharkhand,4-Wheelers,8,5320
1-Nov-21,Karnataka,4-Wheelers,153,17247
1-Nov-21,Kerala,4-Wheelers,214,15244
1-Nov-21,Madhya Pradesh,4-Wheelers,31,12871
1-Nov-21,Maharashtra,4-Wheelers,515,28322
1-Nov-21,Odisha,4-Wheelers,18,5095
1-Nov-21,Punjab,4-Wheelers,3,9015
1-Nov-21,Rajasthan,4-Wheelers,79,16115
1-Nov-21,Tamil Nadu,4-Wheelers,108,15533
1-Nov-21,Uttar Pradesh,4-Wheelers,10,29608
1-Nov-21,Uttarakhand,4-Wheelers,12,3954
1-Nov-21,West Bengal,4-Wheelers,59,8836
1-Dec-21,Andhra Pradesh,4-Wheelers,31,6314
1-Dec-21,Assam,4-Wheelers,3,6737
1-Dec-21,Bihar,4-Wheelers,7,5031
1-Dec-21,Chandigarh,4-Wheelers,12,1985
1-Dec-21,Chhattisgarh,4-Wheelers,5,3651
1-Dec-21,Delhi,4-Wheelers,277,12633
1-Dec-21,Goa,4-Wheelers,19,1306
1-Dec-21,Gujarat,4-Wheelers,163,24277
1-Dec-21,Haryana,4-Wheelers,11,16015
1-Dec-21,Jharkhand,4-Wheelers,3,4258
1-Dec-21,Karnataka,4-Wheelers,153,16243
1-Dec-21,Kerala,4-Wheelers,186,16994
1-Dec-21,Madhya Pradesh,4-Wheelers,30,11820
1-Dec-21,Maharashtra,4-Wheelers,1392,29346
1-Dec-21,Odisha,4-Wheelers,20,4634
1-Dec-21,Puducherry,4-Wheelers,2,608
1-Dec-21,Punjab,4-Wheelers,6,10624
1-Dec-21,Rajasthan,4-Wheelers,73,12739
1-Dec-21,Tamil Nadu,4-Wheelers,121,17001
1-Dec-21,Uttar Pradesh,4-Wheelers,21,33774
1-Dec-21,Uttarakhand,4-Wheelers,38,4270
1-Dec-21,West Bengal,4-Wheelers,39,8452
1-Jan-22,Andhra Pradesh,4-Wheelers,29,8418
1-Jan-22,Bihar,4-Wheelers,10,5538
1-Jan-22,Chandigarh,4-Wheelers,7,1519
1-Jan-22,Chhattisgarh,4-Wheelers,11,4667
1-Jan-22,Delhi,4-Wheelers,282,13659
1-Jan-22,Goa,4-Wheelers,26,1185
1-Jan-22,Gujarat,4-Wheelers,97,21963
1-Jan-22,Haryana,4-Wheelers,26,17633
1-Jan-22,Himachal Pradesh,4-Wheelers,3,3090
1-Jan-22,Jharkhand,4-Wheelers,5,4345
1-Jan-22,Karnataka,4-Wheelers,209,21967
1-Jan-22,Kerala,4-Wheelers,212,17441
1-Jan-22,Madhya Pradesh,4-Wheelers,25,11325
1-Jan-22,Maharashtra,4-Wheelers,263,35772
1-Jan-22,Odisha,4-Wheelers,27,5876
1-Jan-22,Punjab,4-Wheelers,7,9792
1-Jan-22,Rajasthan,4-Wheelers,92,13658
1-Jan-22,Tamil Nadu,4-Wheelers,121,20494
1-Jan-22,Uttar Pradesh,4-Wheelers,14,32561
1-Jan-22,Uttarakhand,4-Wheelers,30,4241
1-Jan-22,West Bengal,4-Wheelers,54,7968
1-Feb-22,Andhra Pradesh,4-Wheelers,43,6361
1-Feb-22,Assam,4-Wheelers,3,6152
1-Feb-22,Bihar,4-Wheelers,8,5658
1-Feb-22,Chandigarh,4-Wheelers,11,1941
1-Feb-22,Chhattisgarh,4-Wheelers,20,3922
1-Feb-22,Delhi,4-Wheelers,298,12608
1-Feb-22,Goa,4-Wheelers,62,1160
1-Feb-22,Gujarat,4-Wheelers,128,24012
1-Feb-22,Haryana,4-Wheelers,28,16353
1-Feb-22,Himachal Pradesh,4-Wheelers,5,3616
1-Feb-22,Jammu and Kashmir,4-Wheelers,7,4679
1-Feb-22,Jharkhand,4-Wheelers,4,4335
1-Feb-22,Karnataka,4-Wheelers,202,17561
1-Feb-22,Kerala,4-Wheelers,327,14575
1-Feb-22,Madhya Pradesh,4-Wheelers,22,11274
1-Feb-22,Maharashtra,4-Wheelers,905,31805
1-Feb-22,Odisha,4-Wheelers,27,5023
1-Feb-22,Punjab,4-Wheelers,5,9464
1-Feb-22,Rajasthan,4-Wheelers,116,14811
1-Feb-22,Tamil Nadu,4-Wheelers,135,16711
1-Feb-22,Uttar Pradesh,4-Wheelers,22,28479
1-Feb-22,Uttarakhand,4-Wheelers,24,3820
1-Feb-22,West Bengal,4-Wheelers,45,7395
1-Mar-22,Andaman & Nicobar Island,4-Wheelers,2,108
1-Mar-22,Andhra Pradesh,4-Wheelers,55,7288
1-Mar-22,Assam,4-Wheelers,2,7281
1-Mar-22,Bihar,4-Wheelers,12,6694
1-Mar-22,Chandigarh,4-Wheelers,14,2279
1-Mar-22,Chhattisgarh,4-Wheelers,19,4200
1-Mar-22,Delhi,4-Wheelers,220,13385
1-Mar-22,Goa,4-Wheelers,91,1474
1-Mar-22,Gujarat,4-Wheelers,249,26077
1-Mar-22,Haryana,4-Wheelers,13,18621
1-Mar-22,Himachal Pradesh,4-Wheelers,3,3371
1-Mar-22,Jammu and Kashmir,4-Wheelers,4,4854
1-Mar-22,Jharkhand,4-Wheelers,5,5062
1-Mar-22,Karnataka,4-Wheelers,230,22167
1-Mar-22,Kerala,4-Wheelers,331,16628
1-Mar-22,Madhya Pradesh,4-Wheelers,35,11616
1-Mar-22,Maharashtra,4-Wheelers,2060,39762
1-Mar-22,Odisha,4-Wheelers,31,6098
1-Mar-22,Puducherry,4-Wheelers,3,817
1-Mar-22,Punjab,4-Wheelers,4,10836
1-Mar-22,Rajasthan,4-Wheelers,89,13751
1-Mar-22,Tamil Nadu,4-Wheelers,168,20604
1-Mar-22,Uttar Pradesh,4-Wheelers,18,29324
1-Mar-22,Uttarakhand,4-Wheelers,20,4026
1-Mar-22,West Bengal,4-Wheelers,41,8539
1-Apr-22,Andhra Pradesh,4-Wheelers,54,7195
1-Apr-22,Assam,4-Wheelers,2,6354
1-Apr-22,Bihar,4-Wheelers,8,5981
1-Apr-22,Chandigarh,4-Wheelers,12,2167
1-Apr-22,Chhattisgarh,4-Wheelers,20,4861
1-Apr-22,Delhi,4-Wheelers,566,15811
1-Apr-22,Goa,4-Wheelers,31,1390
1-Apr-22,Gujarat,4-Wheelers,171,26534
1-Apr-22,Haryana,4-Wheelers,11,16721
1-Apr-22,Himachal Pradesh,4-Wheelers,4,3140
1-Apr-22,Jammu and Kashmir,4-Wheelers,3,4468
1-Apr-22,Jharkhand,4-Wheelers,9,4564
1-Apr-22,Karnataka,4-Wheelers,311,24129
1-Apr-22,Kerala,4-Wheelers,275,16142
1-Apr-22,Madhya Pradesh,4-Wheelers,37,11896
1-Apr-22,Maharashtra,4-Wheelers,354,32449
1-Apr-22,Odisha,4-Wheelers,31,5448
1-Apr-22,Puducherry,4-Wheelers,2,702
1-Apr-22,Punjab,4-Wheelers,3,10147
1-Apr-22,Rajasthan,4-Wheelers,87,15176
1-Apr-22,Tamil Nadu,4-Wheelers,154,17499
1-Apr-22,Uttar Pradesh,4-Wheelers,11,32173
1-Apr-22,Uttarakhand,4-Wheelers,49,4116
1-Apr-22,West Bengal,4-Wheelers,40,8560
1-May-22,Andhra Pradesh,4-Wheelers,59,6927
1-May-22,Assam,4-Wheelers,7,6761
1-May-22,Bihar,4-Wheelers,12,6495
1-May-22,Chandigarh,4-Wheelers,20,2248
1-May-22,Chhattisgarh,4-Wheelers,24,4397
1-May-22,Delhi,4-Wheelers,750,15194
1-May-22,Goa,4-Wheelers,51,1360
1-May-22,Gujarat,4-Wheelers,163,23174
1-May-22,Haryana,4-Wheelers,31,18343
1-May-22,Himachal Pradesh,4-Wheelers,3,3778
1-May-22,Jammu and Kashmir,4-Wheelers,2,4775
1-May-22,Jharkhand,4-Wheelers,3,4306
1-May-22,Karnataka,4-Wheelers,241,20924
1-May-22,Kerala,4-Wheelers,258,15706
1-May-22,Madhya Pradesh,4-Wheelers,43,14017
1-May-22,Maharashtra,4-Wheelers,794,34222
1-May-22,Meghalaya,4-Wheelers,3,1051
1-May-22,Odisha,4-Wheelers,40,5583
1-May-22,Puducherry,4-Wheelers,2,726
1-May-22,Punjab,4-Wheelers,2,9843
1-May-22,Rajasthan,4-Wheelers,124,17047
1-May-22,Tamil Nadu,4-Wheelers,202,19368
1-May-22,Uttar Pradesh,4-Wheelers,26,30695
1-May-22,Uttarakhand,4-Wheelers,22,3948
1-May-22,West Bengal,4-Wheelers,76,8341
1-Jun-22,Andhra Pradesh,4-Wheelers,47,6652
1-Jun-22,Assam,4-Wheelers,9,5825
1-Jun-22,Bihar,4-Wheelers,16,5543
1-Jun-22,Chandigarh,4-Wheelers,19,1993
1-Jun-22,Chhattisgarh,4-Wheelers,32,3933
1-Jun-22,DNH and DD,4-Wheelers,4,369
1-Jun-22,Delhi,4-Wheelers,267,14908
1-Jun-22,Goa,4-Wheelers,74,1342
1-Jun-22,Gujarat,4-Wheelers,337,26192
1-Jun-22,Haryana,4-Wheelers,26,17365
1-Jun-22,Himachal Pradesh,4-Wheelers,2,3457
1-Jun-22,Jammu and Kashmir,4-Wheelers,4,4239
1-Jun-22,Jharkhand,4-Wheelers,19,4097
1-Jun-22,Karnataka,4-Wheelers,359,22817
1-Jun-22,Kerala,4-Wheelers,345,16486
1-Jun-22,Madhya Pradesh,4-Wheelers,42,12480
1-Jun-22,Maharashtra,4-Wheelers,1082,35587
1-Jun-22,Odisha,4-Wheelers,32,5778
1-Jun-22,Puducherry,4-Wheelers,9,808
1-Jun-22,Punjab,4-Wheelers,3,9388
1-Jun-22,Rajasthan,4-Wheelers,136,13559
1-Jun-22,Tamil Nadu,4-Wheelers,199,20592
1-Jun-22,Uttar Pradesh,4-Wheelers,17,27820
1-Jun-22,Uttarakhand,4-Wheelers,38,3959
1-Jun-22,West Bengal,4-Wheelers,91,8407
1-Jul-22,Andhra Pradesh,4-Wheelers,63,6757
1-Jul-22,Assam,4-Wheelers,11,6769
1-Jul-22,Bihar,4-Wheelers,10,5215
1-Jul-22,Chandigarh,4-Wheelers,21,2709
1-Jul-22,Chhattisgarh,4-Wheelers,29,4394
1-Jul-22,Delhi,4-Wheelers,438,16056
1-Jul-22,Goa,4-Wheelers,107,1545
1-Jul-22,Gujarat,4-Wheelers,308,24735
1-Jul-22,Haryana,4-Wheelers,135,17539
1-Jul-22,Himachal Pradesh,4-Wheelers,6,3618
1-Jul-22,Jammu and Kashmir,4-Wheelers,9,4577
1-Jul-22,Jharkhand,4-Wheelers,7,4187
1-Jul-22,Karnataka,4-Wheelers,358,19322
1-Jul-22,Kerala,4-Wheelers,292,14993
1-Jul-22,Madhya Pradesh,4-Wheelers,45,11437
1-Jul-22,Maharashtra,4-Wheelers,1098,35100
1-Jul-22,Meghalaya,4-Wheelers,2,1053
1-Jul-22,Odisha,4-Wheelers,29,5336
1-Jul-22,Puducherry,4-Wheelers,5,681
1-Jul-22,Punjab,4-Wheelers,7,9415
1-Jul-22,Rajasthan,4-Wheelers,102,12817
1-Jul-22,Tamil Nadu,4-Wheelers,176,17830
1-Jul-22,Uttar Pradesh,4-Wheelers,19,27276
1-Jul-22,Uttarakhand,4-Wheelers,34,3820
1-Jul-22,West Bengal,4-Wheelers,93,8312
1-Aug-22,Andhra Pradesh,4-Wheelers,64,7491
1-Aug-22,Assam,4-Wheelers,10,6733
1-Aug-22,Bihar,4-Wheelers,15,5012
1-Aug-22,Chandigarh,4-Wheelers,19,1903
1-Aug-22,Chhattisgarh,4-Wheelers,35,3974
1-Aug-22,Delhi,4-Wheelers,443,16315
1-Aug-22,Goa,4-Wheelers,44,2364
1-Aug-22,Gujarat,4-Wheelers,230,23571
1-Aug-22,Haryana,4-Wheelers,163,18545
1-Aug-22,Himachal Pradesh,4-Wheelers,2,3517
1-Aug-22,Jammu and Kashmir,4-Wheelers,3,4299
1-Aug-22,Jharkhand,4-Wheelers,15,4040
1-Aug-22,Karnataka,4-Wheelers,363,23924
1-Aug-22,Kerala,4-Wheelers,342,21051
1-Aug-22,Ladakh,4-Wheelers,9,269
1-Aug-22,Madhya Pradesh,4-Wheelers,72,15953
1-Aug-22,Maharashtra,4-Wheelers,992,40173
1-Aug-22,Odisha,4-Wheelers,43,5716
1-Aug-22,Puducherry,4-Wheelers,4,758
1-Aug-22,Punjab,4-Wheelers,3,9913
1-Aug-22,Rajasthan,4-Wheelers,145,12578
1-Aug-22,Tamil Nadu,4-Wheelers,182,20944
1-Aug-22,Uttar Pradesh,4-Wheelers,15,25778
1-Aug-22,Uttarakhand,4-Wheelers,34,3599
1-Aug-22,West Bengal,4-Wheelers,110,9228
1-Sep-22,Andhra Pradesh,4-Wheelers,61,8003
1-Sep-22,Assam,4-Wheelers,13,8690
1-Sep-22,Bihar,4-Wheelers,14,5315
1-Sep-22,Chandigarh,4-Wheelers,26,2119
1-Sep-22,Chhattisgarh,4-Wheelers,50,3978
1-Sep-22,Delhi,4-Wheelers,471,14076
1-Sep-22,Goa,4-Wheelers,42,1687
1-Sep-22,Gujarat,4-Wheelers,299,25102
1-Sep-22,Haryana,4-Wheelers,49,14140
1-Sep-22,Himachal Pradesh,4-Wheelers,4,2815
1-Sep-22,Jammu and Kashmir,4-Wheelers,4,4432
1-Sep-22,Jharkhand,4-Wheelers,31,4183
1-Sep-22,Karnataka,4-Wheelers,493,25136
1-Sep-22,Kerala,4-Wheelers,397,19551
1-Sep-22,Madhya Pradesh,4-Wheelers,61,11080
1-Sep-22,Maharashtra,4-Wheelers,939,33643
1-Sep-22,Meghalaya,4-Wheelers,2,1047
1-Sep-22,Odisha,4-Wheelers,40,5941
1-Sep-22,Puducherry,4-Wheelers,2,858
1-Sep-22,Punjab,4-Wheelers,4,8968
1-Sep-22,Rajasthan,4-Wheelers,150,12513
1-Sep-22,Tamil Nadu,4-Wheelers,218,21233
1-Sep-22,Uttar Pradesh,4-Wheelers,23,22777
1-Sep-22,Uttarakhand,4-Wheelers,29,3066
1-Sep-22,West Bengal,4-Wheelers,123,11473
1-Oct-22,Andhra Pradesh,4-Wheelers,57,8075
1-Oct-22,Assam,4-Wheelers,11,7529
1-Oct-22,Bihar,4-Wheelers,19,7888
1-Oct-22,Chandigarh,4-Wheelers,16,2422
1-Oct-22,Chhattisgarh,4-Wheelers,51,7365
1-Oct-22,DNH and DD,4-Wheelers,2,432
1-Oct-22,Delhi,4-Wheelers,633,18613
1-Oct-22,Goa,4-Wheelers,40,2230
1-Oct-22,Gujarat,4-Wheelers,189,31456
1-Oct-22,Haryana,4-Wheelers,39,21475
1-Oct-22,Himachal Pradesh,4-Wheelers,2,3447
1-Oct-22,Jammu and Kashmir,4-Wheelers,8,4556
1-Oct-22,Jharkhand,4-Wheelers,22,6208
1-Oct-22,Karnataka,4-Wheelers,563,26091
1-Oct-22,Kerala,4-Wheelers,419,16857
1-Oct-22,Madhya Pradesh,4-Wheelers,63,22052
1-Oct-22,Maharashtra,4-Wheelers,1174,51561
1-Oct-22,Odisha,4-Wheelers,43,6848
1-Oct-22,Puducherry,4-Wheelers,4,754
1-Oct-22,Punjab,4-Wheelers,3,10552
1-Oct-22,Rajasthan,4-Wheelers,204,22678
1-Oct-22,Tamil Nadu,4-Wheelers,184,18425
1-Oct-22,Uttar Pradesh,4-Wheelers,21,42577
1-Oct-22,Uttarakhand,4-Wheelers,50,5163
1-Oct-22,West Bengal,4-Wheelers,94,6483
1-Nov-22,Andhra Pradesh,4-Wheelers,95,6272
1-Nov-22,Assam,4-Wheelers,10,7676
1-Nov-22,Bihar,4-Wheelers,6,6295
1-Nov-22,Chandigarh,4-Wheelers,61,2279
1-Nov-22,Chhattisgarh,4-Wheelers,33,3846
1-Nov-22,DNH and DD,4-Wheelers,2,455
1-Nov-22,Delhi,4-Wheelers,483,15949
1-Nov-22,Goa,4-Wheelers,26,1797
1-Nov-22,Gujarat,4-Wheelers,374,36212
1-Nov-22,Haryana,4-Wheelers,133,21202
1-Nov-22,Himachal Pradesh,4-Wheelers,2,5135
1-Nov-22,Jharkhand,4-Wheelers,15,4657
1-Nov-22,Karnataka,4-Wheelers,564,23618
1-Nov-22,Kerala,4-Wheelers,325,15267
1-Nov-22,Madhya Pradesh,4-Wheelers,54,10575
1-Nov-22,Maharashtra,4-Wheelers,1144,35215
1-Nov-22,Odisha,4-Wheelers,53,5833
1-Nov-22,Puducherry,4-Wheelers,9,782
1-Nov-22,Rajasthan,4-Wheelers,113,15252
1-Nov-22,Tamil Nadu,4-Wheelers,311,20180
1-Nov-22,Uttar Pradesh,4-Wheelers,11,31886
1-Nov-22,Uttarakhand,4-Wheelers,31,5199
